0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object_category ,object_type ,offer_type ,ref_object ,object_street ,object_zip ,object_city ,object_state ,object_country ,object_title ,object_description ,selling_price ,rent_net ,rent_extra ,price_unit ,picture_1_filename ,picture_2_filename ,picture_3_filename ,picture_4_filename ,picture_5_filename ,picture_1_title ,picture_2_title ,picture_3_title ,picture_4_title ,picture_5_title ,picture_1_description ,picture_2_description ,picture_3_description ,picture_4_description ,picture_5_description ,movie_filename ,movie_title ,movie_description ,document_filename ,document_title ,document_description ,url ,agency_id ,agency_name ,agency_name_2 ,agency_reference ,agency_street ,agency_zip ,agency_city ,agency_country ,agency_phone ,agency_mobile ,agency_fax ,agency_email ,agency_logo ,visit_name ,visit_phone ,visit_email ,visit_remark ,publish_until ,destination ,picture_6_filename ,picture_7_filename ,picture_8_filename ,picture_9_filename ,picture_6_title ,picture_7_title ,picture_8_title ,picture_9_title ,picture_6_description ,picture_7_description ,picture_8_description ,picture_9_description ,picture_1_url ,picture_2_url ,picture_3_url ,picture_4_url ,picture_5_url ,picture_6_url ,picture_7_url ,picture_8_url ,picture_9_url ,distance_motorway ,ceiling_height ,hall_height ,maximal_floor_loading ,carrying_capacity_crane ,carrying_capacity_elevator ,isdn ,wheelchair_accessible ,animal_allowed ,ramp ,lifting_platform ,railway_terminal ,restrooms ,water_supply ,sewage_supply ,power_supply ,gas_supply ,municipal_info ,own_object_url ,billing_anrede ,billing_first_name ,billing_name ,billing_company ,billing_street ,billing_post_box ,billing_zip ,billing_place_name ,billing_land ,billing_phone_1 ,billing_phone_2 ,billing_mobile ,billing_language ,publishing_id ,delivery_id ,picture_10_filename ,picture_11_filename ,picture_12_filename ,picture_13_filename ,picture_10_title ,picture_11_title ,picture_12_title ,picture_13_title ,picture_10_description ,picture_11_description ,picture_12_description ,picture_13_description ,picture_10_url ,picture_11_url ,picture_12_url ,picture_13_url ,commission_sharing ,commission_own ,commission_partner ,agency_logo_2 ,number_of_floors ,year_renovated ,flat_sharing_community ,corner_house ,middle_house ,building_land_connected ,gardenhouse ,raised_ground_floor ,new_building ,old_building ,under_building_laws ,under_roof ,swimmingpool ,minergie_general ,minergie_certified ,last_modified ,advertisement_id ,sparefield_1 ,sparefield_2 ,sparefield_3 ,sparefield_4 ,sparefield_5,sparefield_6,sparefield_7,sparefield_8,sparefield_9,sparefield_10
INDUS,1,RENT,1070,Sennweg 2,3012,Bern,BE,CH,Hier bekommen Ihre Geschäftsideen mehr Raum!,"Im Herzen von Bern, im bevorzugten Länggass-Quartier, befindet sich das gepflegte Wohn- und Geschäftshaus Sennweg 2. Hier vermieten wir vielfältig nutzbare Büroflächen in verschiedenen Varianten. <br /><br />Das Stadtzentrum, öffentliche Verkehrsmittel sowie der Autobahnanschluss befinden sich in idealer Reichweite.<br /><br />Die Nutzflächen betragen (die Stockwerke können zusammen oder einzeln gemietet werden)<br />1. OG 352m²<br />2. OG 351m²<br /><br />Selbstverständlich ist die Liegenschaft mit einem Personenaufzug ausgestattet (bis ins Zwischengeschoss).<br /><br />Die Büroräume werden Ausgebaut mit einer Küche vermietet.<br /><br />- Interessante Raumeinteilungen<br />- Helle Räumlichkeiten 1. und 2. Obergeschoss<br />- Toilettenanlage auf jedem Geschoss<br />- Lagerraum mit 38m² anmietbar<br />- Parkplätze à CHF 130.–/Monat in interner Einstellhalle<br />- Nähe Bushaltestelle und Hauptbahnhof Bern<br /><br />Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage!",8790,8190,600,MONTHLY,b3dbb68c-81f0-48fc-b346-2e3a7e1198da.jpg,3479c42c-bc97-4720-a252-8c00cc180956.jpg,94eb87b0-c71a-4897-8008-05f94c9bb253.jpg,72cba771-97f8-4359-b911-95e9ef05edc4.jpg,,Aussenansicht,Aussenansicht,Innenansicht,Bad,,,,,,,,,,a76c9111-252d-4676-a526-b0c99eec947c.pdf,Grundriss,,,wic,,,Gut Mauro,Laupenstr. 19 / Postfach,3001,Bern,CH,031 385 86 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1110,Poststrasse 6,3072,Ostermundigen,BE,CH,Benötigt Ihr Auto ein Dach über dem Kopf?,Wir haben die Lösung!<br /><br />Nach Vereinbarung bieten wir Ihnen diverse Einstellhallenplätze an:<br /><br />- Nähe öffentlicher Verkehr (Bahnhof) und Einkauf<br />- Einstellhallenhöhe 2.20 Meter<br />- Kurze Kündigungsfristen<br />- CHF 100.-  pro Monat zzgl. MWST<br /><br />Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage!,,,,MONTHLY,1e7ea15e-e299-45c3-ab30-7052090e3b20.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,,Stähli Dominique,Laupenstr. 19 / Postfach,3001,Bern,CH,031 385 86 43,,031 385 86 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,1141,Hauptstr. 65,9400,Rorschach,SG,CH,An Top Lage zu vermieten Bürofläche 207 m2 mit Seesicht,"Sicherlich eine der schönsten Aussichten in Rorschach. Im markanten FARO Haus an der Hauptstr. 65, vermieten wir voll ausgebaute Büros.<br /><br />Sie finden als Nutzer auf einer Fläche von 207 m2, eine Top-Infrastruktur vor:<br /><br />- Attraktiver Mietzins<br />- Zwei Nasszellen<br />- Kleine Küche<br />- Büro mit Seesicht<br />- Zwei Terrassen<br />- Lift in Treppenhaus<br /><br />Sie brauchen nur noch Ihre IT aufzuschalten und Ihre Möbel aufzustellen.<br /><br />Schauen Sie sich Ihr zukünftiges Büro an, es lohnt sich.",,,,MONTHLY,ab3b5610-622a-411c-bcd8-d0ad7cefaa05.jpg,97e92ee4-8476-4a82-b690-30ba92f4e286.jpg,a1f5ac40-bc19-417e-a5e0-a0ac14dc9aef.jpg,533ac5ff-b3f8-47cc-b7ea-2b6929a9679a.jpg,ec8f9b73-d597-4dff-bbb9-e8a9efd7f29c.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Aussenansicht,Aussenansicht,,,,,,,,,,,,,wic,,,Ebneter Dominik,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 38,,071 421 69 99,,,,,,Für einen Besichtigungstermin setzen Sie sich doch bitte direkt mit Herrn Dominik Ebneter in Verbindung Tel. <br />071 421 69 38 oder dominik.ebneter@wincasa.ch. Wir freuen uns auf Ihren Anruf. <br />Besten Dank.,,,428b0397-7f98-4724-a87e-6456d7af3e10.jpg,0af0628f-bc6d-42f9-b1f7-f2f6e67ba7fd.jpg,039af059-d895-4288-9336-b30c14d83bb0.jpg,5486e41c-a530-4a31-9b6c-81a618470d0b.jpg,Innenansicht,Innenansicht,Innenansicht,Innenansicht,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,b4e1ce2f-13f0-442d-990b-98b42deba445.jpg,c4a633b5-963a-44c9-9cd9-185b2ecce50c.jpg,ba225731-036a-4c74-a9d5-66cd8556434f.jpg,790631dc-0eba-4316-83c2-480567402f9b.jpg,Innenansicht,Küche,Bad,Grundriss,,,,,,,,,,,,,,2003,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,1150,Obermoosbergstr. 2A,9100,Herisau,AR,CH,156m2 Dachwohnung mit traumhafter Aussicht,"- Zwei Balkone<br />- Grosszügiger Grundriss<br />- Ganze Wohnung Parkett<br />- Küche mit Granitabdeckung<br />- Glaskeramikherd u. Geschirrspüler<br />- Bad/WC, DU/WC<br />- Eigene Waschmaschine und Tumbler im Keller<br />- Nähe Sportzentrum<br />- ",2070,1750,320,MONTHLY,d3ef3525-3beb-42cb-af4a-63b3dbf4dc26.jpg,4a1725d6-defd-4840-b0fa-1c851124ce26.jpg,9030ce5f-e11e-442f-a930-32c2c2229b12.jpg,99d8e0dd-b0e0-433f-83eb-bdeae06eaea9.jpg,4558f32e-3dc2-4f48-b272-b80e137c071b.jpg,Aussenansicht,Aussenansicht,Innenansicht,Innenansicht,Innenansicht,,,,,,,,,,,,,wic,,,Bernet Sula,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 69,,071 421 69 99,,,,,,"Wincasa AG, Frau Miller (zu Bürozeiten)<br />071 421 69 39",,,3a38ad3b-7e1c-410d-a411-9abb46427f4a.jpg,7001839f-8d3c-4616-9ddb-4a92d04f1064.jpg,5ac131c5-f872-4ed8-be9c-aee919371e7f.jpg,b152509a-f962-48fd-a73a-4f89f6368024.jpg,Küche,Bad,Grundriss,Grundriss,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,1153,Bernhardswiesweg 6,9014,St. Gallen,SG,CH,"Ruhige, kinderfreundliche Wohnlage","Die grosszügige Wohnung befindet sich an ruhiger Wohnlage in einem beliebten und familienfreundlichen Wohnquartier. <br />Oeffentliche Verkehrsmittel, Schulen und Einkaufsmöglichkeiten befinden sich in nächster Nähe. <br /><br />Die Küche verfügt über einen Glaskeramikherd sowie einen Geschirrspüler. <br />Wohnzimmer, Korridor und Zimmer sind mit einem neuen Parkettboden ausgestattet. Einbauschränke sind vorhanden. Auf dem gemütlichen Balkon können Sie die Abendsonne geniessen. <br /><br />Ein Einstellplatz in der Tiefgarage kann dazugemietet werden. <br /><br />Interessiert? Dann lohnt siche eine Besichtigung. <br /><br />Für Fragen oder einen Besichitungstermin stehen wir Ihnen gerne zur Verfügung.",1470,1140,330,MONTHLY,e1a3ed0b-3911-4609-8c99-e141e2a6c5f2.jpg,a84e1ec8-60e7-4600-b8ca-1002a1ce81cd.jpg,485ccb4b-d970-4370-9f5c-8e217f07f585.jpg,44e7617b-f19f-4191-bbb8-a808f4cbc413.jpg,e7f37b14-4c32-4d3e-91c6-9481b1f26cdb.jpg,Aussenansicht,Innenansicht,Innenansicht,Innenansicht,Küche,,,,,,,,,,,,,wic,,,Bernet Sula,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 69,,071 421 69 99,,,,,,"Wincasa AG, Frau Miller (zu Bürozeiten)<br />071 421 69 39",,,4d8b0b96-100d-47d5-b41d-1400626b6d84.jpg,c593f578-9b38-4fca-9930-5b98c7b84418.jpg,4417d48a-fdf5-41f9-a1f0-b31d09de56d8.jpg,35268f62-2383-4c64-807b-2195bef65a1a.jpg,Bad,Balkon/Terrasse/Sitzplatz,Diverse,Grundriss,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1155,Stöcklerstrasse 11,8610,Uster,ZH,CH,Einstellplatz ab sofort zu vermieten,Einstellplatz für CHF 130.00 im Monat zu vermieten.,130,,,MONTHLY,b9cdf7cd-85f8-4f7a-8842-f04202e32f32.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,,Baumann Tim,Hintere Bahnhofstr. 2,8610,Uster,CH,044 403 25 02,,,,,,,,"Frau Rüegg, 044 403 25 03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1156,Stöcklerstrasse 2,8610,Uster,ZH,CH,Einstellplatz zu vermieten,Einstellplatz für CHF 100.00 im Monat zu vermieten.,100,,,MONTHLY,f85de04c-2ca4-4361-8c46-ddb32652af0f.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,,Baumann Tim,Hintere Bahnhofstr. 2,8610,Uster,CH,044 403 25 02,,,,,,,,"Frau Rüegg, Tel. 044 403 25 03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1297,Standweg 1-6,4410,Liestal,BL,CH,Haben Sie noch kein Parkplatz für Ihr Auto?,Wir vermieten nach Vereinbarung Einstellhallenplätze für monatlich CHF 100.- exkl. MWST.<br /><br />Interessiert?<br /><br />Dann kontaktieren Sie uns so rasch als möglich!,100,,,MONTHLY,57aac5db-9732-47ff-9989-a4deddef8d8d.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,,Weick Laura,Hardstr. 11,4002,Basel,CH,061 270 91 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1312,Les Galeries du Rex,1700,Fribourg,FR,CH,Place de parc intérieure proche de la gare,Place de parc intérieure à CHF 200.-/mois + TVA<br />A proximité immédiate des transports publics et de la gare CFF,200,,,MONTHLY,4f751f02-8c2c-4423-884c-ad624f82896d.jpg,b5eeccd5-9920-43fd-b462-510914af70ff.jpg,,,,Vue extérieure,Divers,,,,,,,,,,,,,,,,wic,,,Schneiter Avocegamou Joëlle,Rue St-Pierre 6B,1700,Fribourg,CH,026 404 62 02,,,,,,,,"Wincasa SA<br />Rue St-Pierre 6b, CP 1611, 1701 Fribourg<br />Joëlle Schneiter Avocegamou<br />Téléphone : 026 404 62 02<br />Fax/portable:   026 404 62 19<br />E-mail : joelle.schneiter@wincasa.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1316,Obstgartenstr. 10-32,8136,Gattikon,ZH,CH,"Einstellpätze Obstgartenstr. 10-32, 8136 Gattikon",WIr haben in drei verschiedenen Parkhäusern diverse Parkplätze per sofort zu vermieten. Bitte kontaktieren Sie uns unter Tel. 044 277 67 56. <br /><br />Für externe Mieter kommen zum Mietzins 8% Mehrwertsteuer dazu.,,,,MONTHLY,211a9d54-6a1a-4665-8fa1-207460ecb1a3.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,http://obstgarten.wincasaweb.ch/default.asp?LaId=1031,wic,,,Pfister Vanessa,Reitergasse 9,8021,Zürich,CH,044 277 6756,,044 277 67 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,5,RENT,1349,Route des Arsenaux 3,1700,Fribourg,FR,CH,Dépôts de différentes grandeurs,"Divers dépôts <br /><br />- idéal pour local archivage / entreposage / garde-meubles<br />- facile d'accès (par le parking souterrain, hauteur env. 2 m.)<br />- CHF 80.-/m2/an + charges forfaitaires<br />- de 37 à 104 m2<br />- dépôts bruts<br />- contruction récente",,,,M2YEARLY,3fb0259b-b58c-4c44-9320-8e76ac9c3bda.jpg,,,,,Vue extérieure,,,,,,,,,,,,,,,,,wic,,,Richard Justine,Rue St-Pierre 6B,1700,Fribourg,CH,026 404 62 01,,026 404 62 19,,,,,,"Wincasa SA<br />Rue St-Pierre 6b, CP 1611, 1701 Fribourg<br />Justine Richard<br />Téléphone : 026 404 62 01<br />Fax/portable:   026 404 62 19<br />E-mail :  justine.richard@wincasa.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,1353,Rue de l'Arquebuse 22,1204,Genève,GE,CH,Vos futurs bureaux quartier des banques,"Magnifiques bureaux sur 2 niveaux - 414 m2<br />- Bureaux climatisés traversants<br />- Accès ascenseur privatif<br />- Plancher technique, WC Hommes et femmes<br />- Disponibles de suite",14630,13456,1174,MONTHLY,888596dc-a153-4d5a-b44c-9a164d0d6c45.jpg,,,,,Vue extérieure,,,,,,,,,,,,,4d334c11-e00e-409a-9e8a-fba2a92f3aa6.pdf,Plan d'ensemble,,,wic,,,Franchetti Adrien,"28, bvd. du Pont d'Arve",1211,Genève,CH,022 404 65 24,,022 404 65 05,,,,,,"Wincasa SA<br />Adrien Franchetti<br />28, bvd. du Pont d'Arve/CP 767, 1211 Genève 4<br />Téléphone: 022 404 65 24<br />Fax/portable:   022 404 65 05<br />e-mail:     adrien.franchetti@wincasa.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,4,RENT,1362,Via S. Antonio 10,6600,Locarno,TI,CH,Spazio commerciale nel cuore della città vecchia di Locarno,Affittiamo nella città vecchia di Locarno spazio commerciale.<br /><br />L'oggetto è in fase di ristrutturazione è sarà consegnato ad inizio 2018.<br /><br />Pigione mensile da concordare.,,,,MONTHLY,f0018599-e4e3-4095-a1c1-b7193447c418.jpg,5fc233d4-5522-449a-9882-69beec1a33c3.jpg,df82a7b3-3d18-4d89-afd7-ee20ccc4d719.jpg,60a5cde1-8f9a-4b04-9c95-c5aa16650145.jpg,5aa51a53-8de0-4cc5-8300-0f4407824689.jpg,Veduta interna,Veduta interna,Varie,Varie,Varie,,,,,,,,,,,,,wic,,,Bizzozero Daniele,Via F. Pelli 1/Casella postale,6901,Lugano,CH,091 914 94 20,,091 914 94 95,,,,,,Wincasa SA<br />Via F. Pelli 7<br />6900 Lugano<br />Tel. 091 914 94 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1364,Alexanderstrasse 25,7000,Chur,GR,CH,Am Bahnhof Chur im Parkhaus Otto und Alex,- helles modernes Parkhaus<br />- videoüberwacht<br />- Handyempfang bis ins 3. UG<br />- Parkplätze im 3. UG<br />- Liftanlagen<br />- Ausgang direkt in den Bahnhof<br />- Rollstuhlgängig,172.8,,,MONTHLY,200b2a4f-bc62-4f80-aacc-8eb2a8601e78.jpg,8946fe6e-8048-4b61-b9ed-8faacb86a1b4.jpg,,,,Aussenansicht,Aussenansicht,,,,,,,,,,,,,,,,wic,,,Piubellini Sandra,Alexanderstr. 1,7000,Chur,CH,081 254 27 07,,081 254 27 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,2,RENT,13B9,Boulevard de Pérolles 7b,1700,Fribourg,FR,CH,Arcades commerciales au centre-ville,"Vous êtes à la recherche d'un bel espace pour donner vie à votre nouveau projet, boutique, institut, magasin, etc. Nous avons ce qu'il vous faut, n'hésitez pas à nous contacter au plus vite !<br /><br />- Surfaces modulables selon vos besoins, adaptés en terme de taille et d'aménagement (de 200 m2 à 2500 m2)<br />- Aménagement personnalisé (participation du propriétaire à discuter)<br /><br />- Dans un centre commercial de 2 niveaux <br />- A deux minutes à pied de la gare CFF<br />- Situation dans le périmètre commercial du centre-ville <br />- Visibilité potentielle depuis les deux entrées de la galerie commerciale<br />- Présence d'ALDI dans le centre, générateur de fréquence<br /><br />- Accès pour personnes à mobilité réduite<br />- Accès en voiture aisé au parking public<br />- Possibilité de louer des places intérieures dans le parking privé<br />- Possibilité de louer des dépôts dans les sous-sols<br /><br />- Loyer attractif (de CHF 170.-/m2/an à CHF 200.-/m2/an, selon la surface louée)<br />- Libre de suite ou à convenir<br /><br />- Visitez notre site internet indiquant les surfaces disponibles! www.galeries-rex.ch",,,,M2YEARLY,5ca699dc-b21f-4f55-b783-2a322d6dbf69.jpg,156725db-4a4c-447d-a347-d4a647fbe2cd.jpg,1f2194b4-2f28-47d0-a60e-fc9024c27a8b.jpg,5b7443c9-a80b-496a-8bc0-8ff1604cf678.jpg,,Vue extérieure,Vue extérieure,Vue extérieure,Vue intérieure,,,,,,,,,,,,,www.galeries-rex.ch,wic,,,Richard Justine,Rue St-Pierre 6B,1700,Fribourg,CH,026 404 62 01,,026 404 62 19,,,,,,"Wincasa SA<br />Rue St-Pierre 6b, CP 1611, 1701 Fribourg<br />Justine Richard<br />téléphone : 026 404 62 01<br />Fax/portable:   026 404 62 19<br />E-mail :  justine.richard@wincasa.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1.30E+03,Brunnenstr. 9,9470,Buchs SG,SG,CH,"Einstellplätze an der Brunnenstr. 9, Buchs",- vis-a-vis vom Weiterbildungszentrum bzb<br />- mit Fernbedienung für beide Garagentore<br />- Ein-/Ausfahrt an der Brunnenstrasse und Dossenstrasse<br />- externe Mieter bezahlen zusätzlich 8% MWST,140.4,,,MONTHLY,700046fa-c3a8-4705-9608-9f34b1ac5265.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,,Piubellini Sandra,Alexanderstr. 1,7000,Chur,CH,081 254 27 07,,081 254 27 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,13FD,Zürcherstrasse 305,8500,Frauenfeld,TG,CH,Büro- Gewerberaum - Flächen sind unterteilbar,"Im Gewerbehaus an der Zürcherstrasse 305 in Frauenfeld vermieten wir im 1. Stock total ca. 600 m2 Büro- Gewerbeflächen (im Plan rosa). <br /><br />Die Flächen sind unterteilbar.<br /><br />Die Liegenschaft liegt verkehrsgünstig gelegen, im Osten der Stadt, an der sehr gut frequentierten Zürcherstrasse (durchschnittlicher Verkehr von knapp 20'000 Fahrzeugen pro Tag). <br /><br />Der Autobahnanschluss Frauenfeld Ost befindet sich nur gerade 500 Meter entfernt.<br /><br />Weitere Geschäfte und Einkaufszentren wie Jumbo und Coop befinden sich in nächster Nähe. <br /><br />Das Center verfügt über 50 gratis Aussen-Kundenparkplätze, Parkplätze im Aussenbereich für Dauermieter können dazu gemietet werden.<br /><br />Die Liegenschaft wurde im Frühjahr 2017 umfassend Aussensaniert.<br /><br />Für eine unverbindliche Besichtigung stehen wir Ihnen gerne zur Verfügung.",180,150,30,M2YEARLY,f1319399-2fcd-4f5d-9bcd-a2f4c717efe3.jpg,c73b4c26-6b7d-4a77-8504-49e42dd42150.jpg,e038e1d8-54e3-45cf-bfff-fb092eeb35b0.jpg,9a5d0705-b0ed-4778-9e05-8b882e83c5b5.jpg,48d95648-1f28-404d-aa69-e9af4bb7db83.jpg,Aussenansicht,Aussenansicht,Innenansicht,Innenansicht,Grundriss,,,,,,,,,,,,,wic,Wincasa AG Shopping Arena St. Gallen,,Hollenstein Marianne,Zürcherstr. 464,9015,St. Gallen,CH,071 314 13 05,,071 314 13 00,,,,,,Marianne Hollenstein<br />071 314 13 05,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,140D,Abbé-Bovet 4,1700,Fribourg,FR,CH,Bureaux au centre ville,"Surfaces de bureaux de 295 m2 divisibles (85, 107 et 98 m2)<br /><br />Proches de toutes commodités<br /><br />Parking à proximité<br /><br />Prix à discuter.",,,,MONTHLY,71296b26-ad5a-4a3a-98d4-f7405c22117d.jpg,c77a3cd5-b4e5-4813-b2a8-c8a00b847d1d.jpg,95c3fe59-58cc-46b6-9a62-a58bb8077a32.jpg,41a0625c-126f-4dbf-82d5-e6da1c7ec1a4.jpg,,Vue extérieure,Vue intérieure,Salle de bains,Salle de bains,,,,,,,,,,d5cf93f8-a613-41b3-9dc4-e5ed106a3749.pdf,Plan d'ensemble,,,wic,,,Paolillo Giancarlo,Rue St-Pierre 6B,1700,Fribourg,CH,026 404 62 04,,026 404 62 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,300,,,Y,Y,N,N,,N,Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,5,RENT,140E,Poststrasse 6,3072,Ostermundigen,BE,CH,Lager-/Archivraum Nähe Bahnhof Ostermundigen,- Lager- und Archivraum im 1. Untergeschoss<br />- ab 41 m2 bis 1'917 m2 Fläche<br />- Raumaufteilung gemäss Grundrissplan<br />- Raumhöhe 3.23 Meter von Bodenplatte bis Deckenplatte<br />- Doppelboden in der ganzen Mietfläche vorhanden<br />- Doppelb,,,,M2YEARLY,bad16a88-eb25-404d-bd49-1b809edb600a.jpg,,,,,Aussenansicht,,,,,,,,,,,,,212adf1d-2dcb-4ac2-ad5a-65f0e5b53ba2.pdf,Grundriss,,,wic,,,Macias Nicole,Laupenstr. 19 / Postfach,3001,Bern,CH,031 385 86 50,,031 385 86 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
